_uuid,start,end,today,survey_round,group_identification/household_id,group_identification/enumerator_name,group_identification/survey_date,group_identification/sub_county,group_identification/ward,group_identification/household_head_sex,group_identification/landholding_acres,group_advisory/reached_advisory,group_advisory/advisory_channels,group_training/ffs_completed,group_training/practices_used,crop_sales/crop_name,crop_sales/area_planted_acres,crop_sales/quantity_harvested_kg,crop_sales/quantity_sold_kg,crop_sales/price_received_kes_per_kg,crop_sales/buyer_type,crop_sales/sold_through_group,group_resilience/coping_strategies_used,yield_kg_per_acre,crop_income_kes,price_share_pct
uuid-Y2-330,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00331,A. Ndaka,2028-06-23,kitui_south,kyome_thaana,female,2.29,yes,in_person,yes,mulching drought_tolerant_seed intercropping organic_amendment min_tillage staggered_planting water_harvesting,sorghum,1.0,553.9,410.5,119.61,market_vendor,no,sold_productive_asset reduced_meals child_labour,514.6,48925.0,68.1
uuid-Y2-331,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00332,J. Mwendwa,2028-06-20,kitui_rural,township,male,3.9,yes,whatsapp,no,,maize,1.45,516.3,253.5,360.28,market_vendor,no,borrowed_food,395.0,15407.0,66.6
uuid-Y2-332,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00333,M. Wanjiru,2028-06-27,mwingi_west,waita,female,2.93,no,,no,staggered_planting organic_amendment intercropping drought_tolerant_seed,green_grams,1.64,503.2,232.2,64.7,local_trader,no,none,359.5,17234.0,61.8
uuid-Y2-333,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00334,S. Kamau,2028-06-24,kitui_south,mutonguni,female,3.3,yes,ivr whatsapp,yes,drought_tolerant_seed,pigeon_peas,1.7,798.3,642.1,147.04,market_vendor,no,reduced_meals child_labour borrowed_food,438.5,85338.0,65.1
uuid-Y2-334,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00335,S. Kamau,2028-06-10,kitui_rural,township,female,1.46,yes,in_person radio,no,,sorghum,1.02,370.8,153.9,147.17,market_vendor,no,none,323.0,24145.0,65.9
uuid-Y2-335,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00336,M. Wanjiru,2028-06-16,mwingi_west,kwa_vonza,female,3.19,yes,radio in_person,no,,sorghum,2.97,1262.7,529.3,155.31,processor,no,reduced_meals,396.1,73617.0,64.6
uuid-Y2-336,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00337,M. Wanjiru,2028-06-23,kitui_rural,mbitini,male,2.27,yes,ivr in_person,no,organic_amendment min_tillage mulching,green_grams,2.17,1256.5,1050.7,164.98,producer_group,yes,borrowed_food sold_productive_asset,512.1,164256.0,78.5
uuid-Y2-337,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00338,A. Ndaka,2028-06-24,kitui_south,mutonguni,male,3.64,no,,no,intercropping drought_tolerant_seed min_tillage mulching staggered_planting organic_amendment,cowpeas,3.48,1558.6,1029.5,182.47,producer_group,yes,reduced_meals,434.2,237585.0,75.5
uuid-Y2-338,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00339,S. Kamau,2028-06-14,kitui_rural,township,female,1.2,yes,ivr in_person,yes,water_harvesting,sorghum,0.92,195.4,173.1,72.39,producer_group,yes,sold_productive_asset,238.6,11198.0,78.2
uuid-Y2-339,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00340,J. Mwendwa,2028-06-13,kitui_south,mutonguni,male,3.45,no,,no,,green_grams,2.34,997.3,411.5,110.89,market_vendor,no,none,485.6,42485.0,66.9
uuid-Y2-340,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00341,P. Kioko,2028-06-13,kitui_rural,mbitini,male,1.62,yes,sms radio,no,water_harvesting drought_tolerant_seed staggered_planting,green_grams,0.4,154.9,118.2,98.6,processor,no,borrowed_food child_labour,447.9,10324.0,66.3
uuid-Y2-341,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00342,P. Kioko,2028-06-25,kitui_south,kyome_thaana,male,3.46,no,,no,,green_grams,1.12,339.9,140.2,103.65,market_vendor,no,none,265.7,16293.0,63.3
uuid-Y2-342,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00343,P. Kioko,2028-06-02,kitui_south,mutonguni,male,2.51,yes,radio ivr,no,water_harvesting,sorghum,1.26,452.7,189.6,125.7,local_trader,no,reduced_meals sold_productive_asset,377.9,21915.0,66.1
uuid-Y2-343,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00344,J. Mwendwa,2028-06-11,mwingi_west,kwa_vonza,male,2.15,no,,no,organic_amendment water_harvesting,sorghum,0.72,259.6,180.2,73.8,processor,no,none,412.0,15653.0,66.1
uuid-Y2-344,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00345,M. Wanjiru,2028-06-15,kitui_south,kyome_thaana,female,1.69,yes,radio ivr,no,drought_tolerant_seed organic_amendment min_tillage intercropping water_harvesting mulching staggered_planting,cassava,1.54,496.3,238.3,133.01,market_vendor,no,borrowed_food reduced_meals child_labour,337.3,28494.0,62.0
uuid-Y2-345,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00346,P. Kioko,2028-06-06,kitui_south,kyome_thaana,male,2.0,no,,yes,staggered_planting min_tillage,sorghum,1.44,581.4,235.7,58.98,market_vendor,no,none,414.3,15910.0,64.5
uuid-Y2-346,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00347,A. Ndaka,2028-06-21,kitui_south,kyome_thaana,female,1.51,no,,no,,cowpeas,0.56,244.9,181.8,90.83,local_trader,no,none,413.7,19110.0,65.1
uuid-Y2-347,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00348,S. Kamau,2028-06-06,kitui_rural,mbitini,female,1.66,no,,no,,green_grams,0.75,305.6,156.1,153.92,market_vendor,no,sold_productive_asset reduced_meals,401.7,20509.0,67.3
uuid-Y2-348,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00349,M. Wanjiru,2028-06-15,mwingi_west,kwa_vonza,male,287.75,yes,radio,yes,,cowpeas,1.95,743.1,570.0,117.18,processor,no,none,445.6,80379.0,67.5
uuid-Y2-349,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00350,A. Ndaka,2028-06-08,kitui_rural,township,male,0.45,yes,ivr radio,no,,green_grams,0.2,68.0,47.7,76.86,local_trader,no,reduced_meals,315.2,3811.0,64.4
uuid-Y2-350,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00351,S. Kamau,2028-06-22,mwingi_west,kwa_vonza,male,3.43,no,,no,water_harvesting,green_grams,0.32,164.2,87.2,103.07,local_trader,no,none,556.6,8453.0,67.5
uuid-Y2-351,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00352,J. Mwendwa,2028-06-14,kitui_rural,mbitini,female,3.47,no,,no,mulching drought_tolerant_seed staggered_planting organic_amendment intercropping min_tillage,sorghum,0.49,237.1,129.5,326.33,local_trader,no,sold_productive_asset reduced_meals,423.2,7389.0,65.6
uuid-Y2-352,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00353,S. Kamau,2028-06-27,mwingi_west,waita,female,1.72,no,,no,min_tillage,green_grams,0.54,210.0,151.1,53.37,market_vendor,no,child_labour,422.5,6347.0,57.5
uuid-Y2-353,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00354,A. Ndaka,2028-06-17,mwingi_west,waita,male,2.33,no,,no,staggered_planting,maize,0.29,117.3,57.7,148.64,processor,no,borrowed_food reduced_meals,371.8,9844.0,64.6
uuid-Y2-354,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00355,M. Wanjiru,2028-06-21,mwingi_west,kwa_vonza,male,0.96,yes,radio,no,intercropping staggered_planting min_tillage water_harvesting drought_tolerant_seed mulching,sorghum,0.21,90.0,80.1,148.22,producer_group,yes,child_labour sold_productive_asset reduced_meals,466.3,15454.0,77.3
uuid-Y2-355,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00356,A. Ndaka,2028-06-15,mwingi_west,waita,male,2.75,no,,no,intercropping,cassava,1.59,670.2,590.7,123.01,producer_group,yes,none,384.5,61159.0,69.1
uuid-Y2-356,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00357,A. Ndaka,2028-06-21,kitui_south,mutonguni,male,1.06,yes,radio,no,mulching,green_grams,0.41,172.4,94.4,76.71,market_vendor,no,borrowed_food,396.2,6692.0,66.4
uuid-Y2-357,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00358,A. Ndaka,2028-06-13,kitui_south,mutonguni,female,0.25,no,,yes,,cowpeas,0.23,68.9,29.4,161.65,producer_group,yes,none,307.6,6034.0,78.9
uuid-Y2-358,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00359,M. Wanjiru,2028-06-18,mwingi_west,kwa_vonza,female,4.59,no,,no,,sorghum,2.94,992.4,460.1,75.12,market_vendor,no,borrowed_food reduced_meals,392.4,39109.0,63.8
uuid-Y2-359,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00360,J. Mwendwa,2028-06-08,mwingi_west,waita,male,0.87,yes,ivr radio,no,mulching,green_grams,0.33,158.9,91.2,86.76,market_vendor,no,child_labour reduced_meals borrowed_food,457.9,9308.0,66.1
uuid-Y2-360,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00361,J. Mwendwa,2028-06-20,kitui_south,kyome_thaana,female,1.97,no,,no,staggered_planting organic_amendment,cowpeas,0.45,176.2,91.7,110.05,local_trader,no,reduced_meals,445.1,11097.0,62.2
uuid-Y2-361,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00362,A. Ndaka,2028-06-04,kitui_rural,township,male,2.39,no,,yes,drought_tolerant_seed,maize,2.1,659.1,407.0,102.11,producer_group,yes,child_labour borrowed_food reduced_meals,348.0,37580.0,79.0
uuid-Y2-362,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00363,S. Kamau,2028-06-17,kitui_rural,township,female,2.87,yes,ivr,yes,,sorghum,0.69,157.2,90.4,118.62,local_trader,no,none,261.0,8931.0,65.9
uuid-Y2-363,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00364,M. Wanjiru,2028-06-01,kitui_rural,township,male,2.1,yes,whatsapp radio,yes,min_tillage organic_amendment,sorghum,0.49,189.9,158.2,178.26,producer_group,yes,reduced_meals,370.9,30256.0,74.2
uuid-Y2-364,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00365,J. Mwendwa,2028-06-04,mwingi_west,kwa_vonza,male,254.34,no,,no,mulching,pigeon_peas,2.15,925.5,377.4,105.62,local_trader,no,none,380.6,39113.0,70.2
uuid-Y2-365,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00366,M. Wanjiru,2028-06-14,mwingi_west,kwa_vonza,female,1.69,yes,radio,yes,intercropping staggered_planting min_tillage mulching water_harvesting drought_tolerant_seed organic_amendment,cassava,0.59,302.3,233.7,147.19,processor,no,child_labour,518.5,34290.0,68.1
uuid-Y2-366,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00367,M. Wanjiru,2028-06-01,kitui_south,kyome_thaana,male,0.54,no,,no,intercropping,pigeon_peas,0.42,154.8,66.6,377.73,processor,no,none,367.2,5659.0,63.5
uuid-Y2-367,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00368,M. Wanjiru,2028-06-25,mwingi_west,waita,female,2.04,yes,in_person radio,yes,organic_amendment intercropping staggered_planting,green_grams,1.86,1006.2,528.3,127.33,local_trader,no,none,586.0,80393.0,64.2
uuid-Y2-368,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00369,J. Mwendwa,2028-06-12,kitui_rural,township,female,3.14,no,,no,water_harvesting staggered_planting min_tillage mulching organic_amendment intercropping,cassava,2.69,1223.8,729.3,145.81,producer_group,yes,child_labour,404.5,123051.0,75.6
uuid-Y2-369,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00370,S. Kamau,2028-06-02,kitui_south,mutonguni,male,0.92,no,,no,intercropping staggered_planting,maize,0.82,410.7,266.8,129.64,local_trader,no,none,472.1,30794.0,64.2
uuid-Y2-370,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00371,S. Kamau,2028-06-14,kitui_south,mutonguni,male,2.41,no,,no,,cassava,1.38,332.4,216.2,69.19,market_vendor,no,reduced_meals child_labour borrowed_food,227.8,15734.0,59.7
uuid-Y2-371,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00372,J. Mwendwa,2028-06-24,kitui_rural,mbitini,female,5.0,no,,no,min_tillage organic_amendment,pigeon_peas,3.38,1039.1,457.8,113.09,market_vendor,no,none,341.3,43182.0,65.9
uuid-Y2-372,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00373,A. Ndaka,2028-06-26,kitui_rural,mbitini,male,1.94,no,,no,,maize,0.26,87.3,70.1,96.47,processor,no,none,372.1,5236.0,61.7
uuid-Y2-373,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00374,J. Mwendwa,2028-06-14,kitui_rural,township,male,2.02,no,,no,staggered_planting intercropping drought_tolerant_seed water_harvesting organic_amendment mulching min_tillage,cassava,1.94,1119.3,560.5,113.79,producer_group,yes,none,517.9,77845.0,78.9
uuid-Y2-374,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00375,A. Ndaka,2028-06-05,kitui_rural,mbitini,male,0.49,yes,ivr in_person,yes,drought_tolerant_seed,pigeon_peas,0.42,139.9,102.2,110.09,producer_group,yes,none,320.5,12150.0,74.6
uuid-Y2-375,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00376,J. Mwendwa,2028-06-26,kitui_rural,mbitini,female,0.83,yes,ivr,no,,cassava,0.57,173.1,104.4,97.61,producer_group,yes,none,342.2,8137.0,71.4
uuid-Y2-376,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00377,M. Wanjiru,2028-06-16,kitui_south,kyome_thaana,male,1.07,no,,no,mulching min_tillage,cassava,0.8,340.6,156.0,82.12,market_vendor,no,borrowed_food reduced_meals child_labour,490.3,11361.0,64.0
uuid-Y2-377,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00378,S. Kamau,2028-06-26,mwingi_west,kwa_vonza,male,3.06,yes,ivr,no,drought_tolerant_seed min_tillage,green_grams,1.8,929.9,458.2,74.2,local_trader,no,none,475.1,36212.0,60.4
uuid-Y2-378,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00379,P. Kioko,2028-06-04,kitui_rural,mbitini,female,0.97,no,,no,min_tillage,green_grams,0.49,125.2,79.8,115.97,market_vendor,no,none,280.4,9362.0,62.8
uuid-Y2-379,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00380,M. Wanjiru,2028-06-26,kitui_south,kyome_thaana,male,0.34,no,,yes,drought_tolerant_seed organic_amendment intercropping mulching water_harvesting,pigeon_peas,0.23,109.5,82.0,69.72,market_vendor,no,none,480.0,7420.0,69.1
uuid-Y2-380,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00381,A. Ndaka,2028-06-07,mwingi_west,kwa_vonza,female,2.71,no,,yes,organic_amendment staggered_planting drought_tolerant_seed intercropping water_harvesting mulching min_tillage,cowpeas,2.04,1209.7,620.9,94.98,producer_group,yes,none,518.3,63256.0,80.8
uuid-Y2-381,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00382,P. Kioko,2028-06-21,kitui_south,mutonguni,male,1.16,yes,whatsapp radio,yes,organic_amendment intercropping drought_tolerant_seed water_harvesting min_tillage,green_grams,1.04,488.4,409.2,164.86,local_trader,no,sold_productive_asset reduced_meals child_labour,535.4,67458.0,68.3
uuid-Y2-382,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00383,J. Mwendwa,2028-06-09,kitui_south,mutonguni,female,0.51,yes,whatsapp,yes,organic_amendment,cassava,0.31,163.6,78.3,72.06,local_trader,no,none,528.9,6606.0,65.8
uuid-Y2-383,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00384,J. Mwendwa,2028-06-12,mwingi_west,kwa_vonza,female,3.32,no,,no,water_harvesting min_tillage drought_tolerant_seed organic_amendment staggered_planting,sorghum,0.56,222.3,143.4,112.72,processor,no,child_labour sold_productive_asset,440.9,15260.0,64.8
uuid-Y2-384,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00385,M. Wanjiru,2028-06-27,kitui_rural,mbitini,male,1.55,no,,no,staggered_planting organic_amendment water_harvesting min_tillage,maize,1.42,538.9,356.7,113.13,market_vendor,no,none,383.1,43388.0,63.2
uuid-Y2-385,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00386,S. Kamau,2028-06-20,kitui_south,kyome_thaana,female,2.89,yes,sms radio,yes,water_harvesting staggered_planting min_tillage intercropping,sorghum,0.86,328.3,257.3,72.14,market_vendor,no,none,442.2,19755.0,72.3
uuid-Y2-386,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00387,A. Ndaka,2028-06-08,mwingi_west,waita,male,0.5,yes,sms,no,staggered_planting,maize,0.22,80.4,40.1,169.81,producer_group,yes,reduced_meals,324.5,7934.0,73.5
uuid-Y2-387,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00388,M. Wanjiru,2028-06-08,kitui_south,mutonguni,male,0.25,yes,whatsapp sms,yes,staggered_planting water_harvesting organic_amendment min_tillage intercropping,maize,0.16,79.7,41.5,114.89,processor,no,borrowed_food child_labour sold_productive_asset,465.5,5087.0,72.4
uuid-Y2-388,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00389,J. Mwendwa,2028-06-19,kitui_rural,township,male,2.25,yes,sms,no,min_tillage staggered_planting drought_tolerant_seed mulching,cassava,1.42,576.5,379.5,150.18,processor,no,none,376.7,53784.0,70.3
uuid-Y2-389,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00390,S. Kamau,2028-06-19,kitui_south,kyome_thaana,female,0.8,no,,no,,maize,0.63,229.4,149.2,105.76,processor,no,none,378.9,13239.0,60.9
uuid-Y2-390,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00391,M. Wanjiru,2028-06-21,mwingi_west,waita,male,2.23,yes,radio,no,staggered_planting,pigeon_peas,2.09,737.1,302.1,119.05,local_trader,no,none,403.0,40896.0,64.1
uuid-Y2-391,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00392,S. Kamau,2028-06-02,kitui_rural,township,male,2.27,no,,no,mulching min_tillage staggered_planting intercropping,sorghum,0.48,211.7,110.5,100.29,processor,no,reduced_meals borrowed_food child_labour,481.9,12095.0,64.1
uuid-Y2-392,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00393,M. Wanjiru,2028-06-14,mwingi_west,kwa_vonza,male,2.07,no,,no,water_harvesting drought_tolerant_seed,maize,0.45,235.0,177.3,111.42,processor,no,none,505.1,23144.0,65.9
uuid-Y2-393,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00394,A. Ndaka,2028-06-08,mwingi_west,kwa_vonza,male,4.1,no,,yes,mulching organic_amendment,maize,1.1,468.5,190.9,148.05,producer_group,yes,none,459.3,25895.0,73.9
uuid-Y2-394,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00395,P. Kioko,2028-06-26,kitui_rural,mbitini,male,5.0,yes,in_person,no,drought_tolerant_seed intercropping mulching min_tillage water_harvesting staggered_planting organic_amendment,cassava,1.17,552.9,458.1,166.1,producer_group,yes,none,484.6,98793.0,83.1
uuid-Y2-395,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00396,P. Kioko,2028-06-17,mwingi_west,kwa_vonza,male,2.68,yes,whatsapp sms,no,drought_tolerant_seed organic_amendment,sorghum,2.01,672.6,549.7,59.05,market_vendor,no,child_labour,369.3,28222.0,62.9
uuid-Y2-396,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00397,P. Kioko,2028-06-04,kitui_south,mutonguni,male,5.0,yes,ivr,no,drought_tolerant_seed intercropping staggered_planting min_tillage mulching,sorghum,1.92,735.0,301.3,91.92,processor,no,sold_productive_asset,422.5,34597.0,66.8
uuid-Y2-397,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00398,J. Mwendwa,2028-06-07,kitui_rural,mbitini,male,1.58,no,,no,drought_tolerant_seed,cowpeas,0.79,423.8,366.2,79.62,processor,no,none,497.5,32172.0,67.9
uuid-Y2-398,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00399,S. Kamau,2028-06-16,mwingi_west,kwa_vonza,male,0.67,yes,whatsapp sms,yes,min_tillage water_harvesting mulching intercropping organic_amendment,cassava,0.6,276.8,157.0,73.29,market_vendor,no,reduced_meals child_labour sold_productive_asset,406.4,11102.0,66.1
uuid-Y2-399,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00400,A. Ndaka,2028-06-21,mwingi_west,waita,male,1.22,no,,yes,drought_tolerant_seed,cowpeas,1.0,354.4,309.4,98.74,processor,no,none,401.1,28229.0,66.4
uuid-Y2-400,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00401,A. Ndaka,2028-06-13,kitui_rural,mbitini,female,1.66,no,,no,organic_amendment min_tillage water_harvesting intercropping staggered_planting mulching drought_tolerant_seed,pigeon_peas,1.32,451.1,182.5,96.35,processor,no,sold_productive_asset borrowed_food reduced_meals,334.3,18819.0,63.0
uuid-Y2-401,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00402,J. Mwendwa,2028-06-10,kitui_south,kyome_thaana,male,5.0,no,,no,,maize,1.32,397.1,205.2,90.53,local_trader,no,none,288.1,17162.0,66.4
uuid-Y2-402,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00403,P. Kioko,2028-06-08,kitui_south,mutonguni,male,2.15,yes,radio whatsapp,no,organic_amendment drought_tolerant_seed min_tillage staggered_planting,cassava,1.5,787.4,373.6,89.18,processor,no,none,612.9,42204.0,67.6
uuid-Y2-403,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00404,P. Kioko,2028-06-05,kitui_rural,township,male,4.2,yes,radio,no,min_tillage water_harvesting,green_grams,2.9,999.8,667.0,141.31,processor,no,sold_productive_asset,378.2,80110.0,67.1
uuid-Y2-404,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00405,P. Kioko,2028-06-18,kitui_south,kyome_thaana,male,1.48,yes,ivr,yes,staggered_planting min_tillage mulching,sorghum,1.31,658.9,545.2,164.12,local_trader,no,none,508.9,113668.0,67.8
uuid-Y2-405,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00406,M. Wanjiru,2028-06-13,kitui_south,kyome_thaana,male,1.35,yes,in_person,no,water_harvesting intercropping,sorghum,0.6,227.1,105.2,118.95,local_trader,no,borrowed_food child_labour reduced_meals,352.3,15759.0,70.3
uuid-Y2-406,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00407,A. Ndaka,2028-06-06,kitui_rural,mbitini,female,0.48,yes,ivr whatsapp,yes,,cowpeas,0.39,96.0,51.6,107.17,local_trader,no,none,276.2,6197.0,68.9
uuid-Y2-407,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00408,J. Mwendwa,2028-06-11,kitui_south,mutonguni,male,5.0,no,,no,organic_amendment drought_tolerant_seed staggered_planting,cassava,3.71,2414.9,1594.4,156.65,local_trader,no,reduced_meals child_labour borrowed_food,587.0,309573.0,66.3
uuid-Y2-408,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00409,M. Wanjiru,2028-06-27,kitui_rural,township,male,5.0,yes,ivr,no,,maize,3.34,1414.0,605.9,65.2,processor,no,sold_productive_asset reduced_meals child_labour,397.8,31103.0,62.6
uuid-Y2-409,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00410,P. Kioko,2028-06-08,kitui_south,mutonguni,male,2.43,yes,in_person sms,no,mulching water_harvesting intercropping drought_tolerant_seed min_tillage organic_amendment staggered_planting,maize,0.34,129.2,75.3,134.93,market_vendor,no,reduced_meals borrowed_food,398.0,9509.0,64.3
uuid-Y2-410,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00411,A. Ndaka,2028-06-06,mwingi_west,waita,male,1.73,no,,no,water_harvesting organic_amendment min_tillage drought_tolerant_seed,green_grams,1.28,642.3,408.3,73.56,market_vendor,no,none,457.2,28664.0,65.4
uuid-Y2-411,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00412,J. Mwendwa,2028-06-03,mwingi_west,waita,male,2.21,no,,no,mulching min_tillage organic_amendment water_harvesting,green_grams,1.5,835.8,609.5,103.67,producer_group,yes,none,528.5,61742.0,74.9
uuid-Y2-412,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00413,A. Ndaka,2028-06-12,kitui_rural,mbitini,male,0.64,no,,yes,,green_grams,0.64,182.1,113.3,166.76,producer_group,yes,borrowed_food reduced_meals child_labour,278.7,15422.0,72.7
uuid-Y2-413,2028-06-01T08:00:00,2028-06-01T08:35:00,2028-06-01,Y2,KDRSIP-00414,M. Wanjiru,2028-06-18,kitui_south,kyome_thaana,male,2.88,no,,no,mulching drought_tolerant_seed organic_amendment water_harvesting staggered_planting,sorghum,0.7,303.1,258.5,60.16,processor,no,none,451.0,18310.0,63.3
